軸とその登場回数,修飾語・その登場回数・他の店に比べて何倍か,修飾語・その登場回数・他の店に比べて何倍か,修飾語・その登場回数・他の店に比べて何倍か,修飾語・その登場回数・他の店に比べて何倍か,修飾語・その登場回数・他の店に比べて何倍か,修飾語・その登場回数・他の店に比べて何倍か
赤酢 0回,強い ・0回  ・ 0.0倍,あっさり ・0回  ・ 0.0倍,酸っぱい ・0回  ・ 0.0倍,,,
握り 102回,大きい ・3回  ・ 0.7倍,小さい ・2回  ・ 0.76倍,創作 ・3回  ・ 1.53倍,,,
シャリ 30回,大きい ・1回  ・ 0.68倍,小さい ・1回  ・ 1.17倍,パラパラ ・1回  ・ 4.95倍,塩気 ・0回  ・ 0.0倍,甘い ・2回  ・ 1.45倍,酢 ・5回  ・ 0.83倍
まぐろ 164回,うまい ・30回  ・ 1.21倍,臭い ・0回  ・ 0.0倍,あっさり ・0回  ・ 0.0倍,こってり ・0回  ・ 0.0倍,とろける ・3回  ・ 1.48倍,
